ESTADO;MUNICÍPIO;FAZENDA;NÚMERO DA MATRIZ;DATA DE NASCIMENTO;DATA DE ENTRADA NA FAZENDA;DATA DE APTIDÃO;RAÇA DA MATRIZ;DATA DE BAIXA;TIPO DE BAIXA;MOTIVO DE BAIXA;GANHO DE PESO NASCIMENTO A DESM;PROPRIETÁRIO;IDSEMEN PAI;NÚMERO PAI;IDSEMEN AVÔ MATERNO;NÚMERO AVÔ MATERNO;DATA DO ÚLTIMO PARTO;TIPO DE PARTO;ORDEM DE PARTO;RETENÇÃO DE PLACENTA;GEMELAR ÚLTIMO PARTO;SEXO CRIA 1 - ÚLTIMO PARTO;SEXO CRIA 2 - ÚLTIMO PARTO;PESO AO PARTO;ECC NA SECAGEM;ECC ÚLTIMO PARTO;DATA DO SERVIÇO;TIPO DO SERVIÇO;INSEMINADOR;CONDIÇÃO DE IA;PROTOCOLO;REPRODUTOR;IDSEMEN REPRODUTOR;TIPO DE SÊMEN;RAÇA DO REPRODUTOR;ORDEM DE TENTATIVA;INTERVALO ENTRE TENTATIVAS;Tº RETAL IA/IATF;SETOR NA TENTATIVA;DATA DO DIAGNOSTICO;DIAGNÓSTICO;DATA DA PERDA DE PRENHEZ;TIPO DA PERDA DE PRENHEZ;CCS NO PRIMEIRO MÊS PÓS PARTO;CCS;PRODUÇÃO LACTAÇÃO ANTERIOR;DURAÇÃO DA LACTAÇÃO ANTERIOR (D;PERIODO SECO ANTERIOR (DIAS);PRODUÇÃO DE LEITE;DOENÇA NA LACTAÇÃO;ESCORE;CL INÍCIO PROTOCOLO;PEV;PARTO_REAL;TIPO_PARTO_REAL;SEXO CRIA 1 - ÚLTIMO PARTO REAL;SEXO CRIA 2 - ÚLTIMO PARTO REAL;DATA DE INÍCIO DA PRIMEIRA LACT;DATA DE TÉRMINO DA PRIMEIRA LAC;PRODUÇÃO TOTAL NA PRIMEIRA LACT;
;;Fazenda Estreito Ponte de Pedra;402-DIAMANTE;01/01/2018;01/01/2018;01/01/2019;Girolando;21/04/2026;Voluntária;Abate;;;;;;;07/01/2025;Normal;2;0;NÃO;F;;;;;09/03/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. MYTYME HILLUX;;C;Girolando;7;178;;Principal - Leite;10/04/2026;NEGATIVO;;;;;8948,294;298;37;5500,773;0;;0;45;;;;;07/02/2024;01/12/2024;8948,294;
;;Fazenda Estreito Ponte de Pedra;403;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;;;0;;;;;;;;30/10/2022;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;30/01/2023;POSITIVO;;;;;;;;;0;;0;45;14/08/2023;Normal;;;14/08/2023;19/06/2025;8665;
;;Fazenda Estreito Ponte de Pedra;403;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;14/08/2023;Normal;1;0;;;;;;;13/09/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;15/10/2023;NEGATIVO;;;;;;;;16176,692;0;;0;45;;;;;14/08/2023;19/06/2025;8665;
;;Fazenda Estreito Ponte de Pedra;403;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;14/08/2023;Normal;1;0;;;;;;;04/11/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;52;;Principal - Leite;11/12/2023;NEGATIVO;;;;;;;;16176,692;0;;0;45;;;;;14/08/2023;19/06/2025;8665;
;;Fazenda Estreito Ponte de Pedra;403;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;14/08/2023;Normal;1;0;;;;;;;22/12/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;SUCESSOR;;C;Girolando;3;48;;Principal - Leite;08/02/2024;POSITIVO;08/07/2024;INSEMINAÇÃO;;;;;;16176,692;0;;0;45;;;;;14/08/2023;19/06/2025;8665;
;;Fazenda Estreito Ponte de Pedra;403;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;14/08/2023;Normal;1;0;;;;;;;08/07/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;4;199;;Principal - Leite;03/08/2024;NEGATIVO;;;;;;;;16176,692;0;;0;45;;;;;14/08/2023;19/06/2025;8665;
;;Fazenda Estreito Ponte de Pedra;403;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;14/08/2023;Normal;1;0;;;;;;;04/08/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;5;27;;Principal - Leite;26/09/2024;NEGATIVO;;;;;;;;16176,692;0;;0;45;;;;;14/08/2023;19/06/2025;8665;
;;Fazenda Estreito Ponte de Pedra;403;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;14/08/2023;Normal;1;0;;;;;;;07/10/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;6;64;;Principal - Leite;07/11/2024;POSITIVO;;;;;;;;16176,692;0;;0;45;19/07/2025;Normal;;;14/08/2023;19/06/2025;8665;
;;Fazenda Estreito Ponte de Pedra;403;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;19/07/2025;Normal;2;0;;;;;;;04/10/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;1;;;Principal - Leite;07/11/2025;NEGATIVO;;;;;16176,692;675;30;8589;0;;0;45;;;;;14/08/2023;19/06/2025;8665;
;;Fazenda Estreito Ponte de Pedra;403;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;19/07/2025;Normal;2;0;;;;;;;18/11/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;2;45;;Principal - Leite;13/12/2025;NEGATIVO;;;;;16176,692;675;30;8589;0;;0;45;;;;;14/08/2023;19/06/2025;8665;
;;Fazenda Estreito Ponte de Pedra;403;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;19/07/2025;Normal;2;0;;;;;;;13/12/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;3;25;;Principal - Leite;05/02/2026;NEGATIVO;;;;352;16176,692;675;30;8589;0;;0;45;;;;;14/08/2023;19/06/2025;8665;
;;Fazenda Estreito Ponte de Pedra;403;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;19/07/2025;Normal;2;0;;;;;;;16/02/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. MYTYME HILLUX;;C;Girolando;4;65;;Principal - Leite;20/03/2026;POSITIVO;;;;;16176,692;675;30;8589;0;;0;45;;;;;14/08/2023;19/06/2025;8665;
;;Fazenda Estreito Ponte de Pedra;404;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;;;0;;;;;;;;30/09/2022;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;30/01/2023;POSITIVO;;;;;;;;;0;;0;45;27/06/2023;Normal;F;F;27/06/2023;27/06/2024;4524;
;;Fazenda Estreito Ponte de Pedra;404;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;27/06/2023;Normal;1;0;SIM;F;F;;;;28/08/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;METEORO;;C;Girolando;1;;;Principal - Leite;17/09/2023;NEGATIVO;;;;;;;;5294,966;0;;0;45;;;;;27/06/2023;27/06/2024;4524;
;;Fazenda Estreito Ponte de Pedra;404;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;27/06/2023;Normal;1;0;SIM;F;F;;;;18/09/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;CAMPEAO FIV RIO DO L;;C;Girolando;2;21;;Principal - Leite;10/11/2023;NEGATIVO;;;;;;;;5294,966;0;;0;45;;;;;27/06/2023;27/06/2024;4524;
;;Fazenda Estreito Ponte de Pedra;404;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;27/06/2023;Normal;1;0;SIM;F;F;;;;21/11/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;64;;Principal - Leite;08/02/2024;POSITIVO;;;;;;;;5294,966;0;;0;45;23/08/2024;Normal;F;;27/06/2023;27/06/2024;4524;
;;Fazenda Estreito Ponte de Pedra;404;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;23/08/2024;Normal;2;0;NÃO;F;;;;;21/09/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;10/10/2024;NEGATIVO;;;;;5294,966;366;57;6296,9;0;;0;45;;;;;27/06/2023;27/06/2024;4524;
;;Fazenda Estreito Ponte de Pedra;404;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;23/08/2024;Normal;2;0;NÃO;F;;;;;11/10/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;20;;Principal - Leite;07/11/2024;POSITIVO;;;;;5294,966;366;57;6296,9;0;;0;45;27/05/2025;Natimorto;;;27/06/2023;27/06/2024;4524;
;;Fazenda Estreito Ponte de Pedra;404;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;27/05/2025;Natimorto;3;0;;;;;;;19/08/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;23/09/2025;POSITIVO;;;;;6296,9;251;26;1685,75;0;;0;45;10/05/2026;Natimorto;F;;27/06/2023;27/06/2024;4524;
;;Fazenda Estreito Ponte de Pedra;405;01/01/2018;01/01/2018;01/01/2019;Girolando;;;;;;;;;;;;0;;;;;;;;30/01/2023;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;04/03/2023;POSITIVO;;;;;;;;;0;;0;45;02/11/2023;Normal;;;02/11/2023;22/01/2025;6552;
;;Fazenda Estreito Ponte de Pedra;405;01/01/2018;01/01/2018;01/01/2019;Girolando;;;;;;;;;;02/11/2023;Normal;1;0;;;;;;;20/01/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;CAMPEAO FIV RIO DO L;;C;Girolando;1;;;Principal - Leite;26/03/2024;NEGATIVO;;;;;;;;10235,23;0;;0;45;;;;;02/11/2023;22/01/2025;6552;
;;Fazenda Estreito Ponte de Pedra;405;01/01/2018;01/01/2018;01/01/2019;Girolando;;;;;;;;;;02/11/2023;Normal;1;0;;;;;;;06/04/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;77;;Principal - Leite;16/05/2024;NEGATIVO;;;;;;;;10235,23;0;;0;45;;;;;02/11/2023;22/01/2025;6552;
;;Fazenda Estreito Ponte de Pedra;405;01/01/2018;01/01/2018;01/01/2019;Girolando;;;;;;;;;;02/11/2023;Normal;1;0;;;;;;;27/05/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;51;;Principal - Leite;27/06/2024;POSITIVO;;;;;;;;10235,23;0;;0;45;28/02/2025;Normal;;;02/11/2023;22/01/2025;6552;
;;Fazenda Estreito Ponte de Pedra;405;01/01/2018;01/01/2018;01/01/2019;Girolando;;;;;;;;;;28/02/2025;Normal;2;0;;;;;;;26/05/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;1;;;Principal - Leite;01/07/2025;NEGATIVO;;;;;10235,23;447;37;8695,7;0;;0;45;;;;;02/11/2023;22/01/2025;6552;
;;Fazenda Estreito Ponte de Pedra;405;01/01/2018;01/01/2018;01/01/2019;Girolando;;;;;;;;;;28/02/2025;Normal;2;0;;;;;;;12/07/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-867;;C;Girolando;2;47;;Principal - Leite;08/08/2025;NEGATIVO;;;;;10235,23;447;37;8695,7;0;;0;45;;;;;02/11/2023;22/01/2025;6552;
;;Fazenda Estreito Ponte de Pedra;405;01/01/2018;01/01/2018;01/01/2019;Girolando;;;;;;;;;;28/02/2025;Normal;2;0;;;;;;;19/08/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;-867;;C;Girolando;3;38;;Principal - Leite;23/09/2025;POSITIVO;;;;;10235,23;447;37;8695,7;0;;0;45;23/05/2026;Normal;F;;02/11/2023;22/01/2025;6552;
;;Fazenda Estreito Ponte de Pedra;406 PAQUITA;01/01/2018;01/01/2018;01/01/2019;Girolando;13/12/2025;Morte;Desconhecida/Indefinida;;;;;;;;;0;;;;;;;;29/04/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;METEORO;;C;Girolando;1;;;Principal - Leite;17/05/2023;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/11/2025;13/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;406 PAQUITA;01/01/2018;01/01/2018;01/01/2019;Girolando;13/12/2025;Morte;Desconhecida/Indefinida;;;;;;;;;0;;;;;;;;18/05/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;NABIL;;C;Girolando;2;19;;Principal - Leite;07/07/2023;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/11/2025;13/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;406 PAQUITA;01/01/2018;01/01/2018;01/01/2019;Girolando;13/12/2025;Morte;Desconhecida/Indefinida;;;;;;;;;0;;;;;;;;08/07/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;51;;Principal - Leite;17/08/2023;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/11/2025;13/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;406 PAQUITA;01/01/2018;01/01/2018;01/01/2019;Girolando;13/12/2025;Morte;Desconhecida/Indefinida;;;;;;;;;0;;;;;;;;28/08/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;NABIL;;C;Girolando;4;51;;Principal - Leite;28/09/2023;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/11/2025;13/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;406 PAQUITA;01/01/2018;01/01/2018;01/01/2019;Girolando;13/12/2025;Morte;Desconhecida/Indefinida;;;;;;;;;0;;;;;;;;09/10/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;NABIL;;C;Girolando;5;42;;Principal - Leite;03/11/2023;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/11/2025;13/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;406 PAQUITA;01/01/2018;01/01/2018;01/01/2019;Girolando;13/12/2025;Morte;Desconhecida/Indefinida;;;;;;;;;0;;;;;;;;04/11/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;6;26;;Principal - Leite;11/12/2023;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/11/2025;13/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;406 PAQUITA;01/01/2018;01/01/2018;01/01/2019;Girolando;13/12/2025;Morte;Desconhecida/Indefinida;;;;;;;;;0;;;;;;;;22/12/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;SUCESSOR;;C;Girolando;7;48;;Principal - Leite;08/02/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;28/11/2025;13/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;406 PAQUITA;01/01/2018;01/01/2018;01/01/2019;Girolando;13/12/2025;Morte;Desconhecida/Indefinida;;;;;;;;;0;;;;;;;;19/02/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;8;59;;Principal - Leite;26/03/2024;POSITIVO;23/02/2025;INSEMINAÇÃO;;;;;;;0;;0;45;;;;;28/11/2025;13/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;406 PAQUITA;01/01/2018;01/01/2018;01/01/2019;Girolando;13/12/2025;Morte;Desconhecida/Indefinida;;;;;;;;;0;;;;;;;;23/02/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;9;370;;Principal - Leite;27/03/2025;POSITIVO;;;;;;;;;0;;0;45;28/11/2025;Normal;;;28/11/2025;13/12/2025;0;
;;Fazenda Estreito Ponte de Pedra;407 VANIA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;;;0;;;;;;;;30/09/2022;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;30/01/2023;POSITIVO;;;;;;;;;0;;0;45;15/06/2023;Normal;M;;15/06/2023;19/04/2024;6428;
;;Fazenda Estreito Ponte de Pedra;407 VANIA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;15/06/2023;Normal;1;0;NÃO;M;;;;;19/08/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;METEORO;;C;Girolando;1;;;Principal - Leite;12/09/2023;NEGATIVO;;;;;;;;6859,757;1;;0;45;;;;;15/06/2023;19/04/2024;6428;
;;Fazenda Estreito Ponte de Pedra;407 VANIA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;15/06/2023;Normal;1;0;NÃO;M;;;;;13/09/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;25;;Principal - Leite;10/11/2023;POSITIVO;;;;;;;;6859,757;1;;0;45;18/06/2024;Normal;;;15/06/2023;19/04/2024;6428;
;;Fazenda Estreito Ponte de Pedra;407 VANIA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;18/06/2024;Normal;2;0;;;;;;;15/08/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;26/09/2024;NEGATIVO;;;;;6859,757;309;60;9408,846;0;;0;45;;;;;15/06/2023;19/04/2024;6428;
;;Fazenda Estreito Ponte de Pedra;407 VANIA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;18/06/2024;Normal;2;0;;;;;;;07/10/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;53;;Principal - Leite;07/11/2024;POSITIVO;23/02/2025;INSEMINAÇÃO;;;6859,757;309;60;9408,846;0;;0;45;;;;;15/06/2023;19/04/2024;6428;
;;Fazenda Estreito Ponte de Pedra;407 VANIA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;18/06/2024;Normal;2;0;;;;;;;23/02/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;3;139;;Principal - Leite;06/04/2025;NEGATIVO;;;;;6859,757;309;60;9408,846;0;;0;45;;;;;15/06/2023;19/04/2024;6428;
;;Fazenda Estreito Ponte de Pedra;407 VANIA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;18/06/2024;Normal;2;0;;;;;;;07/04/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;4;43;;Principal - Leite;15/05/2025;NEGATIVO;;;;;6859,757;309;60;9408,846;0;;0;45;;;;;15/06/2023;19/04/2024;6428;
;;Fazenda Estreito Ponte de Pedra;407 VANIA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;18/06/2024;Normal;2;0;;;;;;;12/07/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-867;;C;Girolando;5;96;;Principal - Leite;08/08/2025;POSITIVO;;;;;6859,757;309;60;9408,846;0;;0;45;;;;;15/06/2023;19/04/2024;6428;
;;Fazenda Estreito Ponte de Pedra;408 JANDIRA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;;;0;;;;;;;;30/09/2022;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;30/01/2023;POSITIVO;;;;;;;;;0;;0;45;05/06/2023;Normal;F;;05/06/2023;22/01/2025;8585;
;;Fazenda Estreito Ponte de Pedra;408 JANDIRA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;05/06/2023;Normal;1;0;NÃO;F;;;;;08/07/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;METEORO;;C;Girolando;1;;;Principal - Leite;17/08/2023;NEGATIVO;;;;;;;;13249,376;0;;0;45;;;;;05/06/2023;22/01/2025;8585;
;;Fazenda Estreito Ponte de Pedra;408 JANDIRA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;05/06/2023;Normal;1;0;NÃO;F;;;;;28/08/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;NABIL;;C;Girolando;2;51;;Principal - Leite;21/09/2023;NEGATIVO;;;;;;;;13249,376;0;;0;45;;;;;05/06/2023;22/01/2025;8585;
;;Fazenda Estreito Ponte de Pedra;408 JANDIRA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;05/06/2023;Normal;1;0;NÃO;F;;;;;22/09/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;METEORO;;C;Girolando;3;25;;Principal - Leite;10/11/2023;NEGATIVO;;;;;;;;13249,376;0;;0;45;;;;;05/06/2023;22/01/2025;8585;
;;Fazenda Estreito Ponte de Pedra;408 JANDIRA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;05/06/2023;Normal;1;0;NÃO;F;;;;;04/12/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;NABIL;;C;Girolando;4;73;;Principal - Leite;26/12/2023;NEGATIVO;;;;;;;;13249,376;0;;0;45;;;;;05/06/2023;22/01/2025;8585;
;;Fazenda Estreito Ponte de Pedra;408 JANDIRA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;05/06/2023;Normal;1;0;NÃO;F;;;;;27/12/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;5;23;;Principal - Leite;08/02/2024;NEGATIVO;;;;;;;;13249,376;0;;0;45;;;;;05/06/2023;22/01/2025;8585;
;;Fazenda Estreito Ponte de Pedra;408 JANDIRA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;05/06/2023;Normal;1;0;NÃO;F;;;;;19/02/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;6;54;;Principal - Leite;26/03/2024;NEGATIVO;;;;;;;;13249,376;0;;0;45;;;;;05/06/2023;22/01/2025;8585;
;;Fazenda Estreito Ponte de Pedra;408 JANDIRA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;05/06/2023;Normal;1;0;NÃO;F;;;;;06/04/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;7;47;;Principal - Leite;16/05/2024;NEGATIVO;;;;;;;;13249,376;0;;0;45;;;;;05/06/2023;22/01/2025;8585;
;;Fazenda Estreito Ponte de Pedra;408 JANDIRA;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;05/06/2023;Normal;1;0;NÃO;F;;;;;27/05/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;8;51;;Principal - Leite;27/06/2024;POSITIVO;;;;;;;;13249,376;0;;0;45;24/02/2025;Natimorto;;;05/06/2023;22/01/2025;8585;
;;Fazenda Estreito Ponte de Pedra;409;01/01/2021;01/01/2021;01/01/2022;Girolando;04/12/2025;Morte;Hipocalcemia;;;;;;;;;0;;;;;;;;28/02/2023;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;30/03/2023;POSITIVO;;;;;;;;;0;;0;45;17/12/2023;Normal;F;;17/12/2023;27/04/2024;791,561;
;;Fazenda Estreito Ponte de Pedra;409;01/01/2021;01/01/2021;01/01/2022;Girolando;04/12/2025;Morte;Hipocalcemia;;;;;;;17/12/2023;Normal;1;0;NÃO;F;;;;;19/02/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;SUCESSOR;;C;Girolando;1;;;Principal - Leite;26/03/2024;POSITIVO;;;;;;;;791,561;0;;0;45;;;;;17/12/2023;27/04/2024;791,561;
;;Fazenda Estreito Ponte de Pedra;410;01/01/2021;01/01/2021;01/01/2022;Girolando;28/12/2025;Voluntária;Abate;;;;;;;;;0;;;;;;;;30/11/2022;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;30/01/2023;POSITIVO;;;;;;;;;0;;0;45;26/08/2023;Normal;;;26/08/2023;05/11/2024;5552;
;;Fazenda Estreito Ponte de Pedra;410;01/01/2021;01/01/2021;01/01/2022;Girolando;28/12/2025;Voluntária;Abate;;;;;;;26/08/2023;Normal;1;0;;;;;;;04/11/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;11/12/2023;NEGATIVO;;;;;;;;8285,531;0;;0;45;;;;;26/08/2023;05/11/2024;5552;
;;Fazenda Estreito Ponte de Pedra;410;01/01/2021;01/01/2021;01/01/2022;Girolando;28/12/2025;Voluntária;Abate;;;;;;;26/08/2023;Normal;1;0;;;;;;;22/12/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;SUCESSOR;;C;Girolando;2;48;;Principal - Leite;08/02/2024;NEGATIVO;;;;;;;;8285,531;0;;0;45;;;;;26/08/2023;05/11/2024;5552;
;;Fazenda Estreito Ponte de Pedra;410;01/01/2021;01/01/2021;01/01/2022;Girolando;28/12/2025;Voluntária;Abate;;;;;;;26/08/2023;Normal;1;0;;;;;;;19/02/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;59;;Principal - Leite;26/03/2024;POSITIVO;;;;;;;;8285,531;0;;0;45;23/11/2024;Normal;;;26/08/2023;05/11/2024;5552;
;;Fazenda Estreito Ponte de Pedra;410;01/01/2021;01/01/2021;01/01/2022;Girolando;28/12/2025;Voluntária;Abate;;;;;;;23/11/2024;Normal;2;0;;;;;;;31/01/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;1;;;Principal - Leite;22/02/2025;NEGATIVO;;;;;8285,531;437;18;10734,024;0;;0;45;;;;;26/08/2023;05/11/2024;5552;
;;Fazenda Estreito Ponte de Pedra;410;01/01/2021;01/01/2021;01/01/2022;Girolando;28/12/2025;Voluntária;Abate;;;;;;;23/11/2024;Normal;2;0;;;;;;;23/02/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;2;23;;Principal - Leite;27/03/2025;POSITIVO;04/10/2025;INSEMINAÇÃO;;;8285,531;437;18;10734,024;0;;0;45;;;;;26/08/2023;05/11/2024;5552;
;;Fazenda Estreito Ponte de Pedra;410;01/01/2021;01/01/2021;01/01/2022;Girolando;28/12/2025;Voluntária;Abate;;;;;;;23/11/2024;Normal;2;0;;;;;;;04/10/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;3;223;;Principal - Leite;11/10/2025;NEGATIVO;;;;;8285,531;437;18;10734,024;0;;0;45;;;;;26/08/2023;05/11/2024;5552;
