ESTADO;MUNICÍPIO;FAZENDA;NÚMERO DA MATRIZ;DATA DE NASCIMENTO;DATA DE ENTRADA NA FAZENDA;DATA DE APTIDÃO;RAÇA DA MATRIZ;DATA DE BAIXA;TIPO DE BAIXA;MOTIVO DE BAIXA;GANHO DE PESO NASCIMENTO A DESM;PROPRIETÁRIO;IDSEMEN PAI;NÚMERO PAI;IDSEMEN AVÔ MATERNO;NÚMERO AVÔ MATERNO;DATA DO ÚLTIMO PARTO;TIPO DE PARTO;ORDEM DE PARTO;RETENÇÃO DE PLACENTA;GEMELAR ÚLTIMO PARTO;SEXO CRIA 1 - ÚLTIMO PARTO;SEXO CRIA 2 - ÚLTIMO PARTO;PESO AO PARTO;ECC NA SECAGEM;ECC ÚLTIMO PARTO;DATA DO SERVIÇO;TIPO DO SERVIÇO;INSEMINADOR;CONDIÇÃO DE IA;PROTOCOLO;REPRODUTOR;IDSEMEN REPRODUTOR;TIPO DE SÊMEN;RAÇA DO REPRODUTOR;ORDEM DE TENTATIVA;INTERVALO ENTRE TENTATIVAS;Tº RETAL IA/IATF;SETOR NA TENTATIVA;DATA DO DIAGNOSTICO;DIAGNÓSTICO;DATA DA PERDA DE PRENHEZ;TIPO DA PERDA DE PRENHEZ;CCS NO PRIMEIRO MÊS PÓS PARTO;CCS;PRODUÇÃO LACTAÇÃO ANTERIOR;DURAÇÃO DA LACTAÇÃO ANTERIOR (D;PERIODO SECO ANTERIOR (DIAS);PRODUÇÃO DE LEITE;DOENÇA NA LACTAÇÃO;ESCORE;CL INÍCIO PROTOCOLO;PEV;PARTO_REAL;TIPO_PARTO_REAL;SEXO CRIA 1 - ÚLTIMO PARTO REAL;SEXO CRIA 2 - ÚLTIMO PARTO REAL;DATA DE INÍCIO DA PRIMEIRA LACT;DATA DE TÉRMINO DA PRIMEIRA LAC;PRODUÇÃO TOTAL NA PRIMEIRA LACT;
;;Fazenda Estreito Ponte de Pedra;421 BORDADA;01/01/2016;01/01/2016;31/12/2016;Girolando;28/12/2025;Voluntária;Abate;;;;;;;04/09/2023;Normal;1;0;NÃO;F;;;;;27/05/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;4;51;;Principal - Leite;16/06/2024;NEGATIVO;;;;;;;;9645,167;0;;0;45;;;;;04/09/2023;22/01/2025;7036;
;;Fazenda Estreito Ponte de Pedra;421 BORDADA;01/01/2016;01/01/2016;31/12/2016;Girolando;28/12/2025;Voluntária;Abate;;;;;;;04/09/2023;Normal;1;0;NÃO;F;;;;;17/06/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;5;21;;Principal - Leite;08/08/2024;POSITIVO;;;;;;;;9645,167;0;;0;45;19/03/2025;Normal;;;04/09/2023;22/01/2025;7036;
;;Fazenda Estreito Ponte de Pedra;421 BORDADA;01/01/2016;01/01/2016;31/12/2016;Girolando;28/12/2025;Voluntária;Abate;;;;;;;19/03/2025;Normal;2;0;;;;;;;26/05/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;1;;;Principal - Leite;01/07/2025;NEGATIVO;;;;;9645,167;506;56;4772,636;0;;0;45;;;;;04/09/2023;22/01/2025;7036;
;;Fazenda Estreito Ponte de Pedra;421 BORDADA;01/01/2016;01/01/2016;31/12/2016;Girolando;28/12/2025;Voluntária;Abate;;;;;;;19/03/2025;Normal;2;0;;;;;;;12/07/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-867;;C;Girolando;2;47;;Principal - Leite;08/08/2025;POSITIVO;23/09/2025;DIAGNÓSTICO;;;9645,167;506;56;4772,636;0;;0;45;;;;;04/09/2023;22/01/2025;7036;
;;Fazenda Estreito Ponte de Pedra;421 BORDADA;01/01/2016;01/01/2016;31/12/2016;Girolando;28/12/2025;Voluntária;Abate;;;;;;;19/03/2025;Normal;2;0;;;;;;;04/10/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;3;84;;Principal - Leite;07/11/2025;NEGATIVO;;;;;9645,167;506;56;4772,636;0;;0;45;;;;;04/09/2023;22/01/2025;7036;
;;Fazenda Estreito Ponte de Pedra;422;01/01/2018;01/01/2018;01/01/2019;Jersey;;;;;;;;;;;;0;;;;;;;;22/12/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;08/02/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;17/04/2025;24/03/2026;7689;
;;Fazenda Estreito Ponte de Pedra;422;01/01/2018;01/01/2018;01/01/2019;Jersey;;;;;;;;;;;;0;;;;;;;;10/02/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;50;;Principal - Leite;26/03/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;17/04/2025;24/03/2026;7689;
;;Fazenda Estreito Ponte de Pedra;422;01/01/2018;01/01/2018;01/01/2019;Jersey;;;;;;;;;;;;0;;;;;;;;06/04/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;56;;Principal - Leite;16/05/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;17/04/2025;24/03/2026;7689;
;;Fazenda Estreito Ponte de Pedra;422;01/01/2018;01/01/2018;01/01/2019;Jersey;;;;;;;;;;;;0;;;;;;;;27/05/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;4;51;;Principal - Leite;27/06/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;17/04/2025;24/03/2026;7689;
;;Fazenda Estreito Ponte de Pedra;422;01/01/2018;01/01/2018;01/01/2019;Jersey;;;;;;;;;;;;0;;;;;;;;08/07/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;5;42;;Principal - Leite;08/08/2024;POSITIVO;;;;;;;;;0;;0;45;17/04/2025;Natimorto;;;17/04/2025;24/03/2026;7689;
;;Fazenda Estreito Ponte de Pedra;422;01/01/2018;01/01/2018;01/01/2019;Jersey;;;;;;;;;;17/04/2025;Natimorto;1;0;;;;;;;12/10/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;1;;;Principal - Leite;18/12/2025;NEGATIVO;;;;;;;;8387,5;0;;0;45;;;;;17/04/2025;24/03/2026;7689;
;;Fazenda Estreito Ponte de Pedra;422;01/01/2018;01/01/2018;01/01/2019;Jersey;;;;;;;;;;17/04/2025;Natimorto;1;0;;;;;;;29/12/2025;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. MYTYME HILLUX;;C;Girolando;2;78;;Principal - Leite;05/02/2026;NEGATIVO;;;;352;;;;8387,5;0;;0;45;;;;;17/04/2025;24/03/2026;7689;
;;Fazenda Estreito Ponte de Pedra;422;01/01/2018;01/01/2018;01/01/2019;Jersey;;;;;;;;;;17/04/2025;Natimorto;1;0;;;;;;;16/02/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. MYTYME HILLUX;;C;Girolando;3;49;;Principal - Leite;12/03/2026;NEGATIVO;;;;;;;;8387,5;0;;0;45;;;;;17/04/2025;24/03/2026;7689;
;;Fazenda Estreito Ponte de Pedra;422;01/01/2018;01/01/2018;01/01/2019;Jersey;;;;;;;;;;17/04/2025;Natimorto;1;0;;;;;;;12/03/2026;Cobertura;;CIO NATURAL;;SEVAVERDE;;;Holandês;4;24;;Principal - Leite;01/04/2026;NEGATIVO;;;;;;;;8387,5;0;;0;45;;;;;17/04/2025;24/03/2026;7689;
;;Fazenda Estreito Ponte de Pedra;422;01/01/2018;01/01/2018;01/01/2019;Jersey;;;;;;;;;;17/04/2025;Natimorto;1;0;;;;;;;01/04/2026;Cobertura;;CIO NATURAL;;SEVAVERDE;;;Holandês;5;20;;Principal - Leite;29/04/2026;NEGATIVO;;;;;;;;8387,5;0;;0;45;;;;;17/04/2025;24/03/2026;7689;
;;Fazenda Estreito Ponte de Pedra;422;01/01/2018;01/01/2018;01/01/2019;Jersey;;;;;;;;;;17/04/2025;Natimorto;1;0;;;;;;;01/05/2026;Cobertura;;CIO NATURAL;;SEVAVERDE;;;Holandês;6;30;;Principal - Leite;12/06/2026;POSITIVO;03/07/2026;DIAGNÓSTICO;;;;;;8387,5;0;;0;45;;;;;17/04/2025;24/03/2026;7689;
;;Fazenda Estreito Ponte de Pedra;423 GALEGA;01/01/2018;01/01/2018;01/01/2019;Holandês;04/12/2025;Morte;Hipocalcemia;;;;;;;;;0;;;;;;;;10/10/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;11/11/2023;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;424 COSTELA;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Hipocalcemia;;;;;;;;;0;;;;;;;;11/10/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;11/11/2023;POSITIVO;;;;;;;;;0;;0;45;;;;;;;;
;;Fazenda Estreito Ponte de Pedra;425 BALEIA;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Neosporose;;;;;;;;;0;;;;;;;;10/05/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;11/06/2023;POSITIVO;;;;;;;;;0;;0;45;18/12/2023;Normal;;;18/12/2023;;5814;
;;Fazenda Estreito Ponte de Pedra;425 BALEIA;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Morte;Neosporose;;;;;;;18/12/2023;Normal;1;0;;;;;;;17/01/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;;ABERTO;;;;;;;;5814;0;;0;45;;;;;18/12/2023;;5814;
;;Fazenda Estreito Ponte de Pedra;426 DILOM;01/01/2018;01/01/2018;01/01/2019;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;22/12/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;08/02/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;19/05/2025;;1250;
;;Fazenda Estreito Ponte de Pedra;426 DILOM;01/01/2018;01/01/2018;01/01/2019;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;19/02/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;59;;Principal - Leite;26/03/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;19/05/2025;;1250;
;;Fazenda Estreito Ponte de Pedra;426 DILOM;01/01/2018;01/01/2018;01/01/2019;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;06/04/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;CAMPEAO FIV RIO DO L;;C;Girolando;3;47;;Principal - Leite;16/05/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;19/05/2025;;1250;
;;Fazenda Estreito Ponte de Pedra;426 DILOM;01/01/2018;01/01/2018;01/01/2019;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;27/05/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;4;51;;Principal - Leite;16/06/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;19/05/2025;;1250;
;;Fazenda Estreito Ponte de Pedra;426 DILOM;01/01/2018;01/01/2018;01/01/2019;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;17/06/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;5;21;;Principal - Leite;08/08/2024;NEGATIVO;;;;;;;;;0;;0;45;;;;;19/05/2025;;1250;
;;Fazenda Estreito Ponte de Pedra;426 DILOM;01/01/2018;01/01/2018;01/01/2019;Holandês;04/12/2025;Morte;Outras;;;;;;;;;0;;;;;;;;19/08/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;6;63;;Principal - Leite;26/09/2024;POSITIVO;;;;;;;;;0;;0;45;19/05/2025;Normal;;;19/05/2025;;1250;
;;Fazenda Estreito Ponte de Pedra;427;01/07/2019;01/07/2019;30/06/2020;Girolando;;;;;;;;;;;;0;;;;;;;;11/10/2023;Inseminação Artificial;THIAGO ALPHA ABS;CIO NATURAL;;TOURO;;C;Girolando;1;;;Principal - Leite;11/11/2023;POSITIVO;;;;;;;;;0;;0;45;19/07/2024;Normal;F;;19/07/2024;28/07/2025;8463;
;;Fazenda Estreito Ponte de Pedra;427;01/07/2019;01/07/2019;30/06/2020;Girolando;;;;;;;;;;19/07/2024;Normal;1;0;NÃO;F;;;;;21/09/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;07/11/2024;NEGATIVO;;;;;;;;10584,25;0;;0;45;;;;;19/07/2024;28/07/2025;8463;
;;Fazenda Estreito Ponte de Pedra;427;01/07/2019;01/07/2019;30/06/2020;Girolando;;;;;;;;;;19/07/2024;Normal;1;0;NÃO;F;;;;;18/11/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;58;;Principal - Leite;19/12/2024;NEGATIVO;;;;;;;;10584,25;0;;0;45;;;;;19/07/2024;28/07/2025;8463;
;;Fazenda Estreito Ponte de Pedra;427;01/07/2019;01/07/2019;30/06/2020;Girolando;;;;;;;;;;19/07/2024;Normal;1;0;NÃO;F;;;;;30/12/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;42;;Principal - Leite;10/02/2025;POSITIVO;;;;;;;;10584,25;0;;0;45;05/10/2025;Normal;;;19/07/2024;28/07/2025;8463;
;;Fazenda Estreito Ponte de Pedra;427;01/07/2019;01/07/2019;30/06/2020;Girolando;;;;;;;;;;05/10/2025;Normal;2;0;;;;;;;04/12/2025;Cobertura;;CIO NATURAL;;SEVAVERDE;;;Holandês;1;;;Principal - Leite;15/01/2026;NEGATIVO;;;;352;10584,25;374;69;5144;0;3;0;45;;;;;19/07/2024;28/07/2025;8463;
;;Fazenda Estreito Ponte de Pedra;427;01/07/2019;01/07/2019;30/06/2020;Girolando;;;;;;;;;;05/10/2025;Normal;2;0;;;;;;;26/01/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. MYTYME HILLUX;;C;Girolando;2;53;;Principal - Leite;26/02/2026;NEGATIVO;;;;352;10584,25;374;69;5144;0;;0;45;;;;;19/07/2024;28/07/2025;8463;
;;Fazenda Estreito Ponte de Pedra;427;01/07/2019;01/07/2019;30/06/2020;Girolando;;;;;;;;;;05/10/2025;Normal;2;0;;;;;;;09/03/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. MYTYME HILLUX;;C;Girolando;3;42;;Principal - Leite;30/03/2026;NEGATIVO;;;;;10584,25;374;69;5144;0;;0;45;;;;;19/07/2024;28/07/2025;8463;
;;Fazenda Estreito Ponte de Pedra;427;01/07/2019;01/07/2019;30/06/2020;Girolando;;;;;;;;;;05/10/2025;Normal;2;0;;;;;;;30/03/2026;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;4;21;;Principal - Leite;21/04/2026;NEGATIVO;;;;;10584,25;374;69;5144;0;;0;45;;;;;19/07/2024;28/07/2025;8463;
;;Fazenda Estreito Ponte de Pedra;427;01/07/2019;01/07/2019;30/06/2020;Girolando;;;;;;;;;;05/10/2025;Normal;2;0;;;;;;;21/04/2026;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;COORS;;C;Holandês;5;22;;Principal - Leite;13/05/2026;NEGATIVO;;;;;10584,25;374;69;5144;0;;0;45;;;;;19/07/2024;28/07/2025;8463;
;;Fazenda Estreito Ponte de Pedra;427;01/07/2019;01/07/2019;30/06/2020;Girolando;;;;;;;;;;05/10/2025;Normal;2;0;;;;;;;13/05/2026;Cobertura;;CIO NATURAL;;SEVAVERDE;;;Holandês;6;22;;Principal - Leite;12/06/2026;NEGATIVO;;;;;10584,25;374;69;5144;0;;0;45;;;;;19/07/2024;28/07/2025;8463;
;;Fazenda Estreito Ponte de Pedra;427;01/07/2019;01/07/2019;30/06/2020;Girolando;;;;;;;;;;05/10/2025;Normal;2;0;;;;;;;23/06/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;GUINESS;;C;Holandês;7;41;;Principal - Leite;;ABERTO;;;;;10584,25;374;69;5144;0;;0;45;;;;;19/07/2024;28/07/2025;8463;
;;Fazenda Estreito Ponte de Pedra;428;01/07/2023;01/07/2023;30/06/2024;Girolando;;;;;;;;;;;;0;;;;;;;;25/11/2024;Cobertura;;CIO NATURAL;;N. INF;;;Girolando;1;;;Principal - Leite;23/12/2024;POSITIVO;;;;;;;;;0;;0;45;16/09/2025;Normal;M;;16/09/2025;;7347;
;;Fazenda Estreito Ponte de Pedra;428;01/07/2023;01/07/2023;30/06/2024;Girolando;;;;;;;;;;16/09/2025;Normal;1;0;NÃO;M;;;;;29/12/2025;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. STARGAZER MES;;C;Girolando;1;;;Principal - Leite;05/02/2026;POSITIVO;;;;352;;;;7347;0;;0;45;;;;;16/09/2025;;7347;
;;Fazenda Estreito Ponte de Pedra;429;01/07/2023;01/07/2023;30/06/2024;Girolando;;;;;;;;;;;;0;;;;;;;;25/11/2024;Cobertura;;CIO NATURAL;;N. INF;;;Girolando;1;;;Principal - Leite;23/12/2024;POSITIVO;;;;;;;;;0;;0;45;16/09/2025;Normal;M;;16/09/2025;;8691;
;;Fazenda Estreito Ponte de Pedra;429;01/07/2023;01/07/2023;30/06/2024;Girolando;;;;;;;;;;16/09/2025;Normal;1;0;NÃO;M;;;;;18/11/2025;Inseminação Artificial;;CIO NATURAL;;A.R.K. STARGAZER MES;;C;Girolando;1;;;Principal - Leite;18/12/2025;POSITIVO;;;;;;;;8691;0;;0;45;;;;;16/09/2025;;8691;
;;Fazenda Estreito Ponte de Pedra;430;01/07/2023;01/07/2023;30/06/2024;Girolando;;;;;;;;;;;;0;;;;;;;;03/12/2024;Cobertura;;CIO NATURAL;;N. INF;;;Girolando;1;;;Principal - Leite;31/12/2024;POSITIVO;;;;;;;;;0;;0;45;24/09/2025;Normal;M;;24/09/2025;;6559;
;;Fazenda Estreito Ponte de Pedra;430;01/07/2023;01/07/2023;30/06/2024;Girolando;;;;;;;;;;24/09/2025;Normal;1;0;NÃO;M;;;;;18/11/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. STARGAZER MES;;C;Girolando;1;;;Principal - Leite;18/12/2025;POSITIVO;;;;;;;;6559;0;;0;45;;;;;24/09/2025;;6559;
;;Fazenda Estreito Ponte de Pedra;431;13/02/2021;13/02/2021;13/02/2022;Holandês;;;;;;;;;;;;0;;;;;;;;22/11/2024;Cobertura;;CIO NATURAL;;N. INF;;;Holandês;1;;;Principal - Leite;20/12/2024;POSITIVO;;;;;;;;;0;;0;45;01/09/2025;Normal;M;;01/09/2025;27/05/2026;5978;
;;Fazenda Estreito Ponte de Pedra;431;13/02/2021;13/02/2021;13/02/2022;Holandês;;;;;;;;;;01/09/2025;Normal;1;0;NÃO;M;;;;;16/10/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. STARGAZER MES;;C;Girolando;1;;;Principal - Leite;18/12/2025;POSITIVO;08/06/2026;ABORTO;;;;;;5978;0;;0;45;08/06/2026;Aborto;;;01/09/2025;27/05/2026;5978;
;;Fazenda Estreito Ponte de Pedra;432;11/06/2023;11/06/2023;10/06/2024;Holandês;;;;;;;LUZIO;;;;;0;;;;;;;;30/10/2024;Cobertura;;CIO NATURAL;;N. INF;;;Holandês;1;;;Principal - Leite;27/11/2024;POSITIVO;;;;;;;;;0;;0;45;09/08/2025;Normal;M;;09/08/2025;29/06/2026;7531;
;;Fazenda Estreito Ponte de Pedra;432;11/06/2023;11/06/2023;10/06/2024;Holandês;;;;;;;LUZIO;;;09/08/2025;Normal;1;0;NÃO;M;;;;;18/11/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. STARGAZER MES;;C;Girolando;1;;;Principal - Leite;18/12/2025;POSITIVO;;;;;;;;7866,5;0;;0;45;;;;;09/08/2025;29/06/2026;7531;
;;Fazenda Estreito Ponte de Pedra;433;04/04/2022;04/04/2022;04/04/2023;Holandês;;;;;;;;;;;;0;;;;;;;;10/11/2024;Cobertura;;CIO NATURAL;;N. INF;;;Holandês;1;;;Principal - Leite;08/12/2024;POSITIVO;;;;;;;;;0;;0;45;20/08/2025;Normal;M;;20/08/2025;29/06/2026;8885;
;;Fazenda Estreito Ponte de Pedra;433;04/04/2022;04/04/2022;04/04/2023;Holandês;;;;;;;;;;20/08/2025;Normal;1;0;NÃO;M;;;;;18/11/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. STARGAZER MES;;C;Girolando;1;;;Principal - Leite;18/12/2025;POSITIVO;;;;;;;;9244,8;0;;0;45;;;;;20/08/2025;29/06/2026;8885;
;;Fazenda Estreito Ponte de Pedra;434;31/01/2023;31/01/2023;31/01/2024;Holandês;;;;;;;;;;;;0;;;;;;;;11/08/2024;Cobertura;;CIO NATURAL;;N. INF;;;Holandês;1;;;Principal - Leite;08/09/2024;POSITIVO;;;;;;;;;0;;0;45;21/05/2025;Normal;M;;21/05/2025;25/02/2026;5851,5;
;;Fazenda Estreito Ponte de Pedra;434;31/01/2023;31/01/2023;31/01/2024;Holandês;;;;;;;;;;21/05/2025;Normal;1;0;NÃO;M;;;;;16/08/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;07/11/2025;POSITIVO;26/02/2026;ABORTO;;;;;;5851,5;0;;0;45;26/02/2026;Aborto;;;21/05/2025;25/02/2026;5851,5;
;;Fazenda Estreito Ponte de Pedra;434;31/01/2023;31/01/2023;31/01/2024;Holandês;;;;;;;;;;26/02/2026;Aborto;2;0;;;;;;;19/06/2026;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;STORMY;;C;Holandês;1;;;Principal - Leite;;ABERTO;;;;;5851,5;280;1;3840;0;;0;45;;;;;21/05/2025;25/02/2026;5851,5;
;;Fazenda Estreito Ponte de Pedra;435;29/04/2023;29/04/2023;28/04/2024;Holandês;;;;;;;VALENTE;;;;;0;;;;;;;;31/10/2024;Cobertura;;CIO NATURAL;;N. INF;;;Holandês;1;;;Principal - Leite;28/11/2024;POSITIVO;;;;;;;;;0;;0;45;10/08/2025;Normal;M;;10/08/2025;;6806;
;;Fazenda Estreito Ponte de Pedra;435;29/04/2023;29/04/2023;28/04/2024;Holandês;;;;;;;VALENTE;;;10/08/2025;Normal;1;0;NÃO;M;;;;;06/11/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;1;;;Principal - Leite;16/12/2025;NEGATIVO;;;;;;;;6806;0;;0;45;;;;;10/08/2025;;6806;
;;Fazenda Estreito Ponte de Pedra;435;29/04/2023;29/04/2023;28/04/2024;Holandês;;;;;;;VALENTE;;;10/08/2025;Normal;1;0;NÃO;M;;;;;16/12/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. STARGAZER MES;;C;Girolando;2;40;;Principal - Leite;15/01/2026;POSITIVO;;;;352;;;;6806;0;;0;45;;;;;10/08/2025;;6806;
;;Fazenda Estreito Ponte de Pedra;436;06/05/2023;06/05/2023;05/05/2024;Holandês;;;;;;;K85;;;;;0;;;;;;;;17/08/2024;Cobertura;;CIO NATURAL;;N. INF;;;Holandês;1;;;Principal - Leite;14/09/2024;POSITIVO;;;;;;;;;0;;0;45;27/05/2025;Normal;M;;27/05/2025;;8284;
;;Fazenda Estreito Ponte de Pedra;436;06/05/2023;06/05/2023;05/05/2024;Holandês;;;;;;;K85;;;27/05/2025;Normal;1;0;NÃO;M;;;;;16/08/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;04/11/2025;NEGATIVO;;;;;;;;8284;0;;0;45;;;;;27/05/2025;;8284;
;;Fazenda Estreito Ponte de Pedra;436;06/05/2023;06/05/2023;05/05/2024;Holandês;;;;;;;K85;;;27/05/2025;Normal;1;0;NÃO;M;;;;;06/11/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;2;82;;Principal - Leite;17/12/2025;NEGATIVO;;;;;;;;8284;0;;0;45;;;;;27/05/2025;;8284;
;;Fazenda Estreito Ponte de Pedra;436;06/05/2023;06/05/2023;05/05/2024;Holandês;;;;;;;K85;;;27/05/2025;Normal;1;0;NÃO;M;;;;;17/12/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. STARGAZER MES;;C;Girolando;3;41;;Principal - Leite;15/01/2026;NEGATIVO;;;;352;;;;8284;0;;0;45;;;;;27/05/2025;;8284;
;;Fazenda Estreito Ponte de Pedra;436;06/05/2023;06/05/2023;05/05/2024;Holandês;;;;;;;K85;;;27/05/2025;Normal;1;0;NÃO;M;;;;;26/01/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. STARGAZER MES;;C;Girolando;4;40;;Principal - Leite;20/03/2026;POSITIVO;;;;352;;;;8284;0;;0;45;;;;;27/05/2025;;8284;
;;Fazenda Estreito Ponte de Pedra;437;31/07/2022;31/07/2022;31/07/2023;Holandês;;;;;;;;;;;;0;;;;;;;;17/04/2024;Cobertura;;CIO NATURAL;;N. INF;;;Holandês;1;;;Principal - Leite;15/05/2024;POSITIVO;;;;;;;;;0;;0;45;25/01/2025;Normal;M;;25/01/2025;24/03/2026;7157;
;;Fazenda Estreito Ponte de Pedra;437;31/07/2022;31/07/2022;31/07/2023;Holandês;;;;;;;;;;25/01/2025;Normal;1;0;NÃO;M;;;;;16/08/2025;Inseminação Artificial;;CIO NATURAL;;DESCONHECIDO 0;;C;Girolando;1;;;Principal - Leite;07/11/2025;POSITIVO;;;;;;;;9545;0;;0;45;20/05/2026;Normal;M;;25/01/2025;24/03/2026;7157;
;;Fazenda Estreito Ponte de Pedra;450 FLORZINHA;05/06/2023;05/06/2023;04/06/2024;Girolando;09/12/2025;Voluntária;Venda;;;;TOURO;;;;;0;;;;;;;;23/02/2025;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;23/03/2025;POSITIVO;;;;;;;;;0;;0;45;17/10/2025;Normal;;;17/10/2025;10/11/2025;0;
;;Fazenda Estreito Ponte de Pedra;453 MAIARA;27/06/2023;27/06/2023;26/06/2024;Girolando;09/12/2025;Voluntária;Venda;;;;TOURO;;;;;0;;;;;;;;23/01/2025;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;23/02/2025;POSITIVO;;;;;;;;;0;;0;45;29/10/2025;Normal;F;;29/10/2025;10/11/2025;0;
